experiment,algorithm,param_name,param_value,seed,episode,return
baseline,PPO,baseline,baseline,1,81,184.0
baseline,PPO,baseline,baseline,1,82,133.0
baseline,PPO,baseline,baseline,1,83,56.0
baseline,PPO,baseline,baseline,1,84,171.0
baseline,PPO,baseline,baseline,1,85,158.0
baseline,PPO,baseline,baseline,1,86,165.0
baseline,PPO,baseline,baseline,1,87,283.0
baseline,PPO,baseline,baseline,1,88,208.0
baseline,PPO,baseline,baseline,1,89,175.0
baseline,PPO,baseline,baseline,1,90,122.0
baseline,PPO,baseline,baseline,1,91,315.0
baseline,PPO,baseline,baseline,1,92,132.0
baseline,PPO,baseline,baseline,1,93,500.0
baseline,PPO,baseline,baseline,1,94,299.0
baseline,PPO,baseline,baseline,1,95,323.0
baseline,PPO,baseline,baseline,1,96,369.0
baseline,PPO,baseline,baseline,1,97,251.0
baseline,PPO,baseline,baseline,1,98,195.0
baseline,PPO,baseline,baseline,1,99,286.0
baseline,PPO,baseline,baseline,1,100,500.0
baseline,PPO,baseline,baseline,1,101,500.0
baseline,PPO,baseline,baseline,1,102,376.0
baseline,PPO,baseline,baseline,1,103,500.0
baseline,PPO,baseline,baseline,1,104,380.0
baseline,PPO,baseline,baseline,1,105,131.0
baseline,PPO,baseline,baseline,1,106,78.0
baseline,PPO,baseline,baseline,1,107,33.0
baseline,PPO,baseline,baseline,1,108,63.0
baseline,PPO,baseline,baseline,1,109,18.0
baseline,PPO,baseline,baseline,1,110,118.0
baseline,PPO,baseline,baseline,1,111,167.0
baseline,PPO,baseline,baseline,1,112,160.0
baseline,PPO,baseline,baseline,1,113,163.0
baseline,PPO,baseline,baseline,1,114,293.0
baseline,PPO,baseline,baseline,1,115,279.0
baseline,PPO,baseline,baseline,1,116,176.0
baseline,PPO,baseline,baseline,1,117,136.0
baseline,PPO,baseline,baseline,1,118,126.0
baseline,PPO,baseline,baseline,1,119,129.0
baseline,PPO,baseline,baseline,1,120,222.0
baseline,PPO,baseline,baseline,1,121,241.0
baseline,PPO,baseline,baseline,1,122,171.0
baseline,PPO,baseline,baseline,1,123,133.0
baseline,PPO,baseline,baseline,1,124,128.0
baseline,PPO,baseline,baseline,1,125,134.0
baseline,PPO,baseline,baseline,1,126,132.0
baseline,PPO,baseline,baseline,1,127,130.0
baseline,PPO,baseline,baseline,1,128,155.0
baseline,PPO,baseline,baseline,1,129,163.0
baseline,PPO,baseline,baseline,1,130,107.0
baseline,PPO,baseline,baseline,1,131,128.0
baseline,PPO,baseline,baseline,1,132,145.0
baseline,PPO,baseline,baseline,1,133,133.0
baseline,PPO,baseline,baseline,1,134,114.0
baseline,PPO,baseline,baseline,1,135,122.0
baseline,PPO,baseline,baseline,1,136,115.0
baseline,PPO,baseline,baseline,1,137,124.0
baseline,PPO,baseline,baseline,1,138,141.0
baseline,PPO,baseline,baseline,1,139,166.0
baseline,PPO,baseline,baseline,1,140,115.0
baseline,PPO,baseline,baseline,1,141,115.0
baseline,PPO,baseline,baseline,1,142,107.0
baseline,PPO,baseline,baseline,1,143,114.0
baseline,PPO,baseline,baseline,1,144,102.0
baseline,PPO,baseline,baseline,1,145,103.0
baseline,PPO,baseline,baseline,1,146,123.0
baseline,PPO,baseline,baseline,1,147,124.0
baseline,PPO,baseline,baseline,1,148,131.0
baseline,PPO,baseline,baseline,1,149,115.0
baseline,PPO,baseline,baseline,1,150,137.0
baseline,PPO,baseline,baseline,1,151,116.0
baseline,PPO,baseline,baseline,1,152,104.0
baseline,PPO,baseline,baseline,1,153,133.0
baseline,PPO,baseline,baseline,1,154,124.0
baseline,PPO,baseline,baseline,1,155,120.0
baseline,PPO,baseline,baseline,1,156,130.0
baseline,PPO,baseline,baseline,1,157,129.0
baseline,PPO,baseline,baseline,1,158,160.0
baseline,PPO,baseline,baseline,1,159,135.0
baseline,PPO,baseline,baseline,1,160,130.0
baseline,PPO,baseline,baseline,1,161,109.0
baseline,PPO,baseline,baseline,1,162,140.0
baseline,PPO,baseline,baseline,1,163,139.0
baseline,PPO,baseline,baseline,1,164,122.0
baseline,PPO,baseline,baseline,1,165,139.0
baseline,PPO,baseline,baseline,1,166,129.0
baseline,PPO,baseline,baseline,1,167,140.0
baseline,PPO,baseline,baseline,1,168,139.0
baseline,PPO,baseline,baseline,1,169,133.0
baseline,PPO,baseline,baseline,1,170,151.0
baseline,PPO,baseline,baseline,1,171,148.0
baseline,PPO,baseline,baseline,1,172,149.0
baseline,PPO,baseline,baseline,1,173,144.0
baseline,PPO,baseline,baseline,1,174,142.0
baseline,PPO,baseline,baseline,1,175,148.0
baseline,PPO,baseline,baseline,1,176,154.0
baseline,PPO,baseline,baseline,1,177,146.0
baseline,PPO,baseline,baseline,1,178,150.0
baseline,PPO,baseline,baseline,1,179,156.0
baseline,PPO,baseline,baseline,1,180,174.0
baseline,PPO,baseline,baseline,1,181,137.0
baseline,PPO,baseline,baseline,1,182,146.0
baseline,PPO,baseline,baseline,1,183,142.0
baseline,PPO,baseline,baseline,1,184,125.0
baseline,PPO,baseline,baseline,1,185,165.0
baseline,PPO,baseline,baseline,1,186,150.0
baseline,PPO,baseline,baseline,1,187,166.0
baseline,PPO,baseline,baseline,1,188,146.0
baseline,PPO,baseline,baseline,1,189,173.0
baseline,PPO,baseline,baseline,1,190,162.0
baseline,PPO,baseline,baseline,1,191,249.0
baseline,PPO,baseline,baseline,1,192,197.0
baseline,PPO,baseline,baseline,1,193,204.0
baseline,PPO,baseline,baseline,1,194,305.0
baseline,PPO,baseline,baseline,1,195,421.0
baseline,PPO,baseline,baseline,1,196,262.0
baseline,PPO,baseline,baseline,1,197,500.0
baseline,PPO,baseline,baseline,1,198,299.0
baseline,PPO,baseline,baseline,1,199,314.0
baseline,PPO,baseline,baseline,1,200,352.0
baseline,PPO,baseline,baseline,1,201,256.0
baseline,PPO,baseline,baseline,1,202,201.0
baseline,PPO,baseline,baseline,1,203,500.0
baseline,PPO,baseline,baseline,1,204,500.0
baseline,PPO,baseline,baseline,1,205,235.0
baseline,PPO,baseline,baseline,1,206,241.0
baseline,PPO,baseline,baseline,1,207,179.0
baseline,PPO,baseline,baseline,1,208,311.0
baseline,PPO,baseline,baseline,1,209,457.0
baseline,PPO,baseline,baseline,1,210,321.0
baseline,PPO,baseline,baseline,1,211,122.0
baseline,PPO,baseline,baseline,1,212,26.0
baseline,PPO,baseline,baseline,1,213,76.0
baseline,PPO,baseline,baseline,1,214,112.0
baseline,PPO,baseline,baseline,1,215,134.0
baseline,PPO,baseline,baseline,1,216,172.0
baseline,PPO,baseline,baseline,1,217,204.0
baseline,PPO,baseline,baseline,1,218,129.0
baseline,PPO,baseline,baseline,1,219,320.0
baseline,PPO,baseline,baseline,1,220,339.0
baseline,PPO,baseline,baseline,1,221,320.0
baseline,PPO,baseline,baseline,1,222,342.0
baseline,PPO,baseline,baseline,1,223,223.0
baseline,PPO,baseline,baseline,1,224,201.0
baseline,PPO,baseline,baseline,1,225,273.0
baseline,PPO,baseline,baseline,1,226,500.0
baseline,PPO,baseline,baseline,1,227,500.0
baseline,PPO,baseline,baseline,1,228,500.0
baseline,PPO,baseline,baseline,1,229,407.0
baseline,PPO,baseline,baseline,1,230,500.0
baseline,PPO,baseline,baseline,1,231,500.0
baseline,PPO,baseline,baseline,1,232,472.0
baseline,PPO,baseline,baseline,1,233,500.0
baseline,PPO,baseline,baseline,1,234,500.0
baseline,PPO,baseline,baseline,1,235,500.0
baseline,PPO,baseline,baseline,1,236,500.0
baseline,PPO,baseline,baseline,1,237,500.0
baseline,PPO,baseline,baseline,1,238,500.0
baseline,PPO,baseline,baseline,1,239,500.0
baseline,PPO,baseline,baseline,1,240,500.0
baseline,PPO,baseline,baseline,1,241,500.0
baseline,PPO,baseline,baseline,1,242,500.0
baseline,PPO,baseline,baseline,1,243,500.0
baseline,PPO,baseline,baseline,1,244,500.0
baseline,PPO,baseline,baseline,1,245,500.0
baseline,PPO,baseline,baseline,1,246,500.0
baseline,PPO,baseline,baseline,1,247,500.0
baseline,PPO,baseline,baseline,1,248,500.0
baseline,PPO,baseline,baseline,1,249,500.0
baseline,PPO,baseline,baseline,1,250,500.0
baseline,PPO,baseline,baseline,1,251,500.0
baseline,PPO,baseline,baseline,1,252,500.0
baseline,PPO,baseline,baseline,1,253,500.0
baseline,PPO,baseline,baseline,1,254,500.0
baseline,PPO,baseline,baseline,1,255,500.0
baseline,PPO,baseline,baseline,1,256,500.0
baseline,PPO,baseline,baseline,1,257,500.0
baseline,PPO,baseline,baseline,1,258,500.0
baseline,PPO,baseline,baseline,1,259,500.0
baseline,PPO,baseline,baseline,1,260,500.0
baseline,PPO,baseline,baseline,1,261,500.0
baseline,PPO,baseline,baseline,1,262,500.0
baseline,PPO,baseline,baseline,1,263,500.0
baseline,PPO,baseline,baseline,1,264,500.0
baseline,PPO,baseline,baseline,1,265,500.0
baseline,PPO,baseline,baseline,1,266,500.0
baseline,PPO,baseline,baseline,1,267,500.0
baseline,PPO,baseline,baseline,1,268,500.0
baseline,PPO,baseline,baseline,1,269,500.0
baseline,PPO,baseline,baseline,1,270,500.0
baseline,PPO,baseline,baseline,1,271,500.0
baseline,PPO,baseline,baseline,1,272,500.0
baseline,PPO,baseline,baseline,1,273,500.0
baseline,PPO,baseline,baseline,1,274,500.0
baseline,PPO,baseline,baseline,1,275,500.0
baseline,PPO,baseline,baseline,1,276,500.0
baseline,PPO,baseline,baseline,1,277,500.0
baseline,PPO,baseline,baseline,1,278,500.0
baseline,PPO,baseline,baseline,1,279,500.0
baseline,PPO,baseline,baseline,1,280,500.0
baseline,PPO,baseline,baseline,1,281,500.0
baseline,PPO,baseline,baseline,1,282,500.0
baseline,PPO,baseline,baseline,1,283,500.0
baseline,PPO,baseline,baseline,1,284,500.0
baseline,PPO,baseline,baseline,1,285,500.0
baseline,PPO,baseline,baseline,1,286,500.0
baseline,PPO,baseline,baseline,1,287,500.0
baseline,PPO,baseline,baseline,1,288,500.0
baseline,PPO,baseline,baseline,1,289,500.0
baseline,PPO,baseline,baseline,1,290,500.0
baseline,PPO,baseline,baseline,1,291,500.0
baseline,PPO,baseline,baseline,1,292,500.0
baseline,PPO,baseline,baseline,1,293,500.0
baseline,PPO,baseline,baseline,1,294,500.0
baseline,PPO,baseline,baseline,1,295,500.0
baseline,PPO,baseline,baseline,1,296,500.0
baseline,PPO,baseline,baseline,1,297,500.0
baseline,PPO,baseline,baseline,1,298,500.0
baseline,PPO,baseline,baseline,1,299,500.0
baseline,PPO,baseline,baseline,1,300,500.0
baseline,PPO,baseline,baseline,1,301,500.0
baseline,PPO,baseline,baseline,1,302,500.0
baseline,PPO,baseline,baseline,1,303,500.0
baseline,PPO,baseline,baseline,1,304,500.0
baseline,PPO,baseline,baseline,1,305,500.0
baseline,PPO,baseline,baseline,1,306,500.0
baseline,PPO,baseline,baseline,1,307,500.0
baseline,PPO,baseline,baseline,1,308,500.0
baseline,PPO,baseline,baseline,1,309,500.0
baseline,PPO,baseline,baseline,1,310,500.0
baseline,PPO,baseline,baseline,1,311,500.0
baseline,PPO,baseline,baseline,1,312,500.0
baseline,PPO,baseline,baseline,1,313,500.0
baseline,PPO,baseline,baseline,1,314,500.0
baseline,PPO,baseline,baseline,1,315,500.0
baseline,PPO,baseline,baseline,1,316,500.0
baseline,PPO,baseline,baseline,1,317,500.0
baseline,PPO,baseline,baseline,1,318,500.0
baseline,PPO,baseline,baseline,1,319,500.0
baseline,PPO,baseline,baseline,1,320,500.0
baseline,PPO,baseline,baseline,1,321,500.0
baseline,PPO,baseline,baseline,1,322,500.0
baseline,PPO,baseline,baseline,1,323,500.0
baseline,PPO,baseline,baseline,1,324,500.0
baseline,PPO,baseline,baseline,1,325,500.0
baseline,PPO,baseline,baseline,1,326,500.0
baseline,PPO,baseline,baseline,1,327,500.0
baseline,PPO,baseline,baseline,1,328,411.0
baseline,PPO,baseline,baseline,1,329,500.0
baseline,PPO,baseline,baseline,1,330,443.0
baseline,PPO,baseline,baseline,1,331,500.0
baseline,PPO,baseline,baseline,1,332,500.0
baseline,PPO,baseline,baseline,1,333,500.0
baseline,PPO,baseline,baseline,1,334,500.0
baseline,PPO,baseline,baseline,1,335,500.0
baseline,PPO,baseline,baseline,1,336,500.0
baseline,PPO,baseline,baseline,1,337,500.0
baseline,PPO,baseline,baseline,1,338,500.0
baseline,PPO,baseline,baseline,1,339,500.0
baseline,PPO,baseline,baseline,1,340,500.0
baseline,PPO,baseline,baseline,1,341,500.0
baseline,PPO,baseline,baseline,1,342,500.0
baseline,PPO,baseline,baseline,1,343,500.0
baseline,PPO,baseline,baseline,1,344,500.0
baseline,PPO,baseline,baseline,1,345,500.0
baseline,PPO,baseline,baseline,1,346,500.0
baseline,PPO,baseline,baseline,1,347,500.0
baseline,PPO,baseline,baseline,1,348,500.0
baseline,PPO,baseline,baseline,1,349,500.0
baseline,PPO,baseline,baseline,1,350,500.0
baseline,PPO,baseline,baseline,1,351,500.0
baseline,PPO,baseline,baseline,1,352,500.0
baseline,PPO,baseline,baseline,1,353,500.0
baseline,PPO,baseline,baseline,1,354,500.0
baseline,PPO,baseline,baseline,1,355,500.0
baseline,PPO,baseline,baseline,1,356,500.0
baseline,PPO,baseline,baseline,1,357,500.0
baseline,PPO,baseline,baseline,1,358,500.0
baseline,PPO,baseline,baseline,1,359,500.0
baseline,PPO,baseline,baseline,1,360,500.0
baseline,PPO,baseline,baseline,1,361,500.0
baseline,PPO,baseline,baseline,1,362,500.0
baseline,PPO,baseline,baseline,1,363,500.0
baseline,PPO,baseline,baseline,1,364,500.0
baseline,PPO,baseline,baseline,1,365,500.0
baseline,PPO,baseline,baseline,1,366,500.0
baseline,PPO,baseline,baseline,1,367,500.0
baseline,PPO,baseline,baseline,1,368,500.0
baseline,PPO,baseline,baseline,1,369,500.0
baseline,PPO,baseline,baseline,1,370,500.0
baseline,PPO,baseline,baseline,1,371,500.0
baseline,PPO,baseline,baseline,1,372,500.0
baseline,PPO,baseline,baseline,1,373,500.0
baseline,PPO,baseline,baseline,1,374,500.0
baseline,PPO,baseline,baseline,1,375,500.0
baseline,PPO,baseline,baseline,1,376,500.0
baseline,PPO,baseline,baseline,1,377,500.0
baseline,PPO,baseline,baseline,1,378,500.0
baseline,PPO,baseline,baseline,1,379,500.0
baseline,PPO,baseline,baseline,1,380,500.0
baseline,PPO,baseline,baseline,1,381,500.0
baseline,PPO,baseline,baseline,1,382,500.0
baseline,PPO,baseline,baseline,1,383,500.0
baseline,PPO,baseline,baseline,1,384,500.0
baseline,PPO,baseline,baseline,1,385,500.0
baseline,PPO,baseline,baseline,1,386,500.0
baseline,PPO,baseline,baseline,1,387,500.0
baseline,PPO,baseline,baseline,1,388,500.0
baseline,PPO,baseline,baseline,1,389,500.0
baseline,PPO,baseline,baseline,1,390,500.0
baseline,PPO,baseline,baseline,1,391,500.0
baseline,PPO,baseline,baseline,1,392,500.0
baseline,PPO,baseline,baseline,1,393,500.0
baseline,PPO,baseline,baseline,1,394,500.0
baseline,PPO,baseline,baseline,1,395,500.0
baseline,PPO,baseline,baseline,1,396,500.0
baseline,PPO,baseline,baseline,1,397,500.0
baseline,PPO,baseline,baseline,1,398,500.0
baseline,PPO,baseline,baseline,1,399,500.0
baseline,PPO,baseline,baseline,1,400,500.0
baseline,PPO,baseline,baseline,1,401,500.0
baseline,PPO,baseline,baseline,1,402,500.0
baseline,PPO,baseline,baseline,1,403,500.0
baseline,PPO,baseline,baseline,1,404,500.0
baseline,PPO,baseline,baseline,1,405,500.0
baseline,PPO,baseline,baseline,1,406,203.0
baseline,PPO,baseline,baseline,1,407,500.0
baseline,PPO,baseline,baseline,1,408,344.0
baseline,PPO,baseline,baseline,1,409,500.0
baseline,PPO,baseline,baseline,1,410,373.0
baseline,PPO,baseline,baseline,1,411,48.0
baseline,PPO,baseline,baseline,1,412,500.0
baseline,PPO,baseline,baseline,1,413,500.0
baseline,PPO,baseline,baseline,1,414,500.0
baseline,PPO,baseline,baseline,1,415,500.0
baseline,PPO,baseline,baseline,1,416,500.0
baseline,PPO,baseline,baseline,1,417,500.0
baseline,PPO,baseline,baseline,1,418,500.0
baseline,PPO,baseline,baseline,1,419,500.0
baseline,PPO,baseline,baseline,1,420,500.0
baseline,PPO,baseline,baseline,1,421,500.0
baseline,PPO,baseline,baseline,1,422,500.0
baseline,PPO,baseline,baseline,1,423,500.0
baseline,PPO,baseline,baseline,1,424,500.0
baseline,PPO,baseline,baseline,1,425,242.0
baseline,PPO,baseline,baseline,1,426,500.0
baseline,PPO,baseline,baseline,1,427,500.0
baseline,PPO,baseline,baseline,1,428,500.0
baseline,PPO,baseline,baseline,1,429,500.0
baseline,PPO,baseline,baseline,1,430,500.0
baseline,PPO,baseline,baseline,1,431,500.0
baseline,PPO,baseline,baseline,1,432,500.0
baseline,PPO,baseline,baseline,1,433,500.0
baseline,PPO,baseline,baseline,1,434,500.0
baseline,PPO,baseline,baseline,1,435,500.0
baseline,PPO,baseline,baseline,1,436,500.0
baseline,PPO,baseline,baseline,1,437,500.0
baseline,PPO,baseline,baseline,1,438,500.0
baseline,PPO,baseline,baseline,1,439,500.0
baseline,PPO,baseline,baseline,1,440,500.0
baseline,PPO,baseline,baseline,1,441,500.0
baseline,PPO,baseline,baseline,1,442,500.0
baseline,PPO,baseline,baseline,1,443,500.0
baseline,PPO,baseline,baseline,1,444,500.0
baseline,PPO,baseline,baseline,1,445,500.0
baseline,PPO,baseline,baseline,1,446,500.0
baseline,PPO,baseline,baseline,1,447,500.0
baseline,PPO,baseline,baseline,1,448,500.0
baseline,PPO,baseline,baseline,1,449,500.0
baseline,PPO,baseline,baseline,1,450,500.0
baseline,PPO,baseline,baseline,1,451,500.0
baseline,PPO,baseline,baseline,1,452,500.0
baseline,PPO,baseline,baseline,1,453,500.0
baseline,PPO,baseline,baseline,1,454,500.0
baseline,PPO,baseline,baseline,1,455,500.0
baseline,PPO,baseline,baseline,1,456,500.0
baseline,PPO,baseline,baseline,1,457,500.0
baseline,PPO,baseline,baseline,1,458,500.0
baseline,PPO,baseline,baseline,1,459,500.0
baseline,PPO,baseline,baseline,1,460,500.0
baseline,PPO,baseline,baseline,1,461,500.0
baseline,PPO,baseline,baseline,1,462,500.0
baseline,PPO,baseline,baseline,1,463,500.0
baseline,PPO,baseline,baseline,1,464,500.0
baseline,PPO,baseline,baseline,1,465,500.0
baseline,PPO,baseline,baseline,1,466,500.0
baseline,PPO,baseline,baseline,1,467,500.0
baseline,PPO,baseline,baseline,1,468,500.0
baseline,PPO,baseline,baseline,1,469,500.0
baseline,PPO,baseline,baseline,1,470,500.0
baseline,PPO,baseline,baseline,1,471,500.0
baseline,PPO,baseline,baseline,1,472,500.0
baseline,PPO,baseline,baseline,1,473,500.0
baseline,PPO,baseline,baseline,1,474,500.0
baseline,PPO,baseline,baseline,1,475,500.0
baseline,PPO,baseline,baseline,1,476,500.0
baseline,PPO,baseline,baseline,1,477,500.0
baseline,PPO,baseline,baseline,1,478,500.0
baseline,PPO,baseline,baseline,1,479,500.0
baseline,PPO,baseline,baseline,1,480,500.0
baseline,PPO,baseline,baseline,1,481,500.0
baseline,PPO,baseline,baseline,1,482,500.0
baseline,PPO,baseline,baseline,1,483,500.0
baseline,PPO,baseline,baseline,1,484,500.0
baseline,PPO,baseline,baseline,1,485,500.0
baseline,PPO,baseline,baseline,1,486,500.0
baseline,PPO,baseline,baseline,1,487,500.0
baseline,PPO,baseline,baseline,1,488,500.0
baseline,PPO,baseline,baseline,1,489,500.0
baseline,PPO,baseline,baseline,1,490,500.0
baseline,PPO,baseline,baseline,1,491,500.0
baseline,PPO,baseline,baseline,1,492,500.0
baseline,PPO,baseline,baseline,1,493,500.0
baseline,PPO,baseline,baseline,1,494,500.0
baseline,PPO,baseline,baseline,1,495,500.0
baseline,PPO,baseline,baseline,1,496,500.0
baseline,PPO,baseline,baseline,1,497,500.0
baseline,PPO,baseline,baseline,1,498,500.0
baseline,PPO,baseline,baseline,1,499,500.0
baseline,PPO,baseline,baseline,2,0,27.0
baseline,PPO,baseline,baseline,2,1,33.0
baseline,PPO,baseline,baseline,2,2,42.0
baseline,PPO,baseline,baseline,2,3,21.0
baseline,PPO,baseline,baseline,2,4,33.0
baseline,PPO,baseline,baseline,2,5,62.0
baseline,PPO,baseline,baseline,2,6,40.0
baseline,PPO,baseline,baseline,2,7,71.0
baseline,PPO,baseline,baseline,2,8,25.0
baseline,PPO,baseline,baseline,2,9,30.0
baseline,PPO,baseline,baseline,2,10,25.0
baseline,PPO,baseline,baseline,2,11,114.0
baseline,PPO,baseline,baseline,2,12,16.0
baseline,PPO,baseline,baseline,2,13,121.0
baseline,PPO,baseline,baseline,2,14,78.0
baseline,PPO,baseline,baseline,2,15,22.0
baseline,PPO,baseline,baseline,2,16,19.0
baseline,PPO,baseline,baseline,2,17,21.0
baseline,PPO,baseline,baseline,2,18,11.0
baseline,PPO,baseline,baseline,2,19,22.0
baseline,PPO,baseline,baseline,2,20,16.0
baseline,PPO,baseline,baseline,2,21,18.0
baseline,PPO,baseline,baseline,2,22,34.0
baseline,PPO,baseline,baseline,2,23,33.0
baseline,PPO,baseline,baseline,2,24,57.0
baseline,PPO,baseline,baseline,2,25,49.0
baseline,PPO,baseline,baseline,2,26,46.0
baseline,PPO,baseline,baseline,2,27,21.0
baseline,PPO,baseline,baseline,2,28,56.0
baseline,PPO,baseline,baseline,2,29,92.0
baseline,PPO,baseline,baseline,2,30,25.0
baseline,PPO,baseline,baseline,2,31,200.0
baseline,PPO,baseline,baseline,2,32,61.0
baseline,PPO,baseline,baseline,2,33,30.0
baseline,PPO,baseline,baseline,2,34,43.0
baseline,PPO,baseline,baseline,2,35,71.0
baseline,PPO,baseline,baseline,2,36,115.0
baseline,PPO,baseline,baseline,2,37,138.0
baseline,PPO,baseline,baseline,2,38,114.0
baseline,PPO,baseline,baseline,2,39,112.0
baseline,PPO,baseline,baseline,2,40,116.0
baseline,PPO,baseline,baseline,2,41,434.0
baseline,PPO,baseline,baseline,2,42,64.0
baseline,PPO,baseline,baseline,2,43,192.0
baseline,PPO,baseline,baseline,2,44,72.0
baseline,PPO,baseline,baseline,2,45,377.0
baseline,PPO,baseline,baseline,2,46,247.0
baseline,PPO,baseline,baseline,2,47,152.0
baseline,PPO,baseline,baseline,2,48,185.0
baseline,PPO,baseline,baseline,2,49,116.0
baseline,PPO,baseline,baseline,2,50,37.0
baseline,PPO,baseline,baseline,2,51,162.0
baseline,PPO,baseline,baseline,2,52,91.0
baseline,PPO,baseline,baseline,2,53,42.0
baseline,PPO,baseline,baseline,2,54,28.0
baseline,PPO,baseline,baseline,2,55,32.0
